Number of Temporary Foreign Worker (TFW) Positions on Positive Labour Market Impact Assessments (LMIAs) by Census subdivision (CSD) and Province/Territory,,,,,,,,,
Province/Territory,CSD,2016,2017,2018,2019,2020,2021,2022,2023
,3534020-Central Elgin,58,36,71,81,98,97,88,166
,3534021-St. Thomas,16,17,22,20,17,25,34,46
,3534024-Southwold,151,280,283,377,601,423,370,350
,3534030-Dutton/Dunwich,7,0,7,5,16,4,23,13
,3534042-West Elgin,79,36,68,30,62,41,38,31
,3536020-Chatham-Kent,"1,531","1,689","2,072","1,858","2,004","2,220","2,352","2,490"
,3537001-Pelee,40,49,45,47,45,45,45,51
,3537003-Leamington,"2,501","3,068","3,523","3,574","3,826","3,941","4,126","4,773"
,3537013-Kingsville,"2,748","2,709","2,903","2,805","2,563","3,342","3,154","3,009"
,3537016-Essex,123,183,213,122,166,190,203,212
,3537028-Amherstburg,0,26,5,6,12,127,102,130
,3537034-LaSalle,2,34,69,34,35,40,50,58
,3537039-Windsor,116,134,108,99,61,208,175,337
,3537048-Tecumseh,50,108,104,141,131,11,141,145
,3537064-Lakeshore,218,263,323,433,590,567,879,"1,157"
,3538003-St. Clair,71,85,44,66,71,8,113,108
,3538007-Dawn-Euphemia,100,100,108,108,135,137,91,108
,3538015-Brooke-Alvinston,1,6,10,11,8,9,6,12
,3538016-Enniskillen,16,0,0,1,63,5,10,6
,3538025-Sarnia 45,5,4,0,1,0,5,3,13
,3538030-Sarnia,9,8,12,19,17,24,38,89
,3538031-Point Edward,0,0,0,0,0,0,6,4
,3538035-Plympton-Wyoming,59,71,55,99,183,199,100,118
,3538040-Lambton Shores,25,30,27,41,28,46,54,82
,3538043-Warwick,48,33,74,34,69,48,87,70
,3539005-Southwest Middlesex,5,6,5,13,19,18,16,14
,3539015-Strathroy-Caradoc,195,226,200,205,209,183,206,278
,3539027-Thames Centre,74,104,113,123,122,194,153,242
,3539033-Middlesex Centre,87,88,78,80,133,94,118,180
,3539036-London,95,125,128,135,154,173,344,756
,3539041-North Middlesex,1,3,6,10,29,8,32,35
,3539047-Adelaide-Metcalfe,9,18,40,57,43,43,103,58
,3539060-Lucan Biddulph,1,0,0,4,1,6,18,9
,3540005-South Huron,252,258,277,260,363,246,291,325
,3540010-Bluewater,39,19,114,84,44,69,104,103
,3540025-Central Huron,7,13,6,8,12,3,22,38
,3540028-Goderich,1,1,1,0,5,6,11,24
,3540040-Huron East,34,49,37,78,70,88,209,143
,3540046-Howick,13,19,14,29,11,21,14,15
,3540050-Morris-Turnberry,1,0,0,0,4,4,26,16
,3540055-North Huron,4,19,10,16,7,22,16,21
,3540063-Ashfield-Colborne-Wawanosh,0,3,4,4,5,3,3,5
,3541004-South Bruce,7,10,16,12,13,27,23,45
,3541015-Huron-Kinloss,0,1,0,12,22,28,21,21
,3541024-Kincardine,18,44,139,19,19,17,42,47
,3541032-Brockton,0,87,113,5,135,7,155,219
,3541043-Arran-Elderslie,5,12,11,17,13,18,45,22
,3541045-Saugeen Shores,3,67,40,46,37,33,86,161
,3541055-South Bruce Peninsula,0,0,1,0,0,0,4,4
,3541069-Northern Bruce Peninsula,0,0,1,0,2,0,0,6
,3542004-West Grey,8,16,18,29,10,24,33,28
,3542005-Southgate,8,12,4,13,15,8,24,15
,3542015-Grey Highlands,1,4,1,19,13,6,39,68
,3542029-Hanover,1,7,5,5,13,10,77,39
,3542037-Chatsworth,2,7,1,0,0,0,6,0
,3542045-The Blue Mountains,328,620,690,478,507,484,783,766
,3542047-Meaford,79,130,105,145,129,163,149,249
,3542053-Georgian Bluffs,8,9,13,2,17,24,37,34
,3542059-Owen Sound,1,5,19,12,10,4,87,81
,3543003-Adjala-Tosorontio,56,107,140,78,129,117,219,308
,3543005-Clearview,103,116,118,152,147,148,99,164
,3543007-New Tecumseth,72,104,144,117,72,88,121,151
,3543009-Springwater,72,71,51,49,55,53,66,88
,3543014-Bradford West Gwillimbury,237,277,378,260,301,284,323,414
,3543015-Severn,1,4,5,11,6,9,18,18
,3543017-Innisfil,102,207,61,117,120,117,183,240
,3543019-Ramara,1,2,1,0,1,0,21,15
,3543021-Essa,19,33,28,26,29,33,26,88
,3543023-Oro-Medonte,6,8,1,6,5,1,7,74
,3543031-Collingwood,8,15,5,39,46,29,154,152
,3543042-Barrie,26,42,46,59,68,66,180,318
,3543050-Mnjikaning First Nation 32,1,1,1,0,1,0,3,0
,3543052-Orillia,8,1,11,16,13,16,56,36
,3543064-Wasaga Beach,0,1,4,3,12,4,28,29
,3543071-Tay,0,0,0,0,0,2,1,1
,3543072-Penetanguishene,1,0,1,0,8,0,9,5
,3543074-Midland,5,11,18,17,10,38,104,72
,3544002-Gravenhurst,0,4,4,5,11,7,25,39
,3544018-Bracebridge,3,8,6,15,16,20,36,46
,3544027-Lake of Bays,3,5,3,4,7,5,3,8
,3544042-Huntsville,11,8,7,12,17,51,87,127
,3544053-Muskoka Lakes,6,8,45,11,15,19,70,83
,3544065-Georgian Bay,0,0,1,3,0,1,3,5
,3546015-Minden Hills,1,2,6,3,6,0,16,11
,3546018-Algonquin Highlands,0,0,2,5,0,0,3,1
,3546024-Dysart et al,0,0,2,0,2,2,13,14
,3547002-Arnprior,9,8,10,13,11,11,19,41
,3547003-McNab/Braeside,5,24,50,0,24,15,32,21
,3547008-Greater Madawaska,0,0,0,0,1,0,0,1
,"3547020-Brudenell, Lyndoch and Raglan",0,0,0,0,0,0,0,1
,3547030-Madawaska Valley,1,0,1,0,0,0,7,18
,"3547033-Killaloe, Hagarty and Richards",0,0,0,0,0,0,1,1
,3547035-Bonnechere Valley,0,0,0,0,0,1,1,4
,3547043-Admaston/Bromley,0,0,0,4,2,2,3,3
,3547046-Horton,0,0,0,0,0,0,0,1
,3547048-Renfrew,0,0,0,0,2,2,2,60
,3547056-Whitewater Region,1,0,0,0,1,1,1,0
,3547064-Pembroke,0,4,6,4,6,12,37,71
,3547075-Laurentian Valley,0,0,2,0,0,1,13,9
,3547076-Petawawa,2,2,5,7,12,11,15,52
,3547090-Laurentian Hills,25,23,16,5,5,4,3,4
,3547096-Deep River,0,0,1,2,2,4,7,15
,"3547098-Head, Clara and Maria",0,0,0,0,6,16,0,0
,3548001-South Algonquin,0,0,0,0,0,0,0,4
,3548022-Calvin,1,0,0,1,5,3,6,5
,3548027-Bonfield,0,0,0,0,0,0,0,2
,3548034-East Ferris,0,0,0,0,1,0,0,2
,3548044-North Bay,7,9,5,21,12,9,68,58
,3548055-West Nipissing / Nipissing Ouest,14,14,31,4,37,7,42,36
,3548069-Temagami,0,0,0,0,0,0,2,4
,3548073-Nipissing 10,0,0,0,0,0,0,3,1
,"3548094-Nipissing, Unorganized, North Part",0,0,0,0,0,0,0,2
,3549003-Seguin,0,0,1,1,0,6,14,7
,3549005-The Archipelago,1,1,0,0,3,0,18,24
,3549012-McMurrich/Monteith,1,0,0,0,0,0,0,0
,3549014-Perry,0,1,0,0,0,0,0,0
,3549019-Armour,1,0,0,3,4,4,1,10
,3549031-McDougall,0,0,0,1,0,0,0,0
,3549032-Parry Sound,3,5,1,1,8,0,29,39
,3549036-Carling,0,0,0,2,0,3,0,1
,3549039-Whitestone,0,0,0,0,0,0,0,1
,3549066-Callander,1,0,0,0,1,0,24,1
,"3549096-Parry Sound, Unorganized, Centre Part",0,0,0,6,0,0,6,0
,3551006-Central Manitoulin,0,0,0,0,0,0,0,1
,3551017-Northeastern Manitoulin and the Islands,0,1,0,0,0,2,2,4
,3551027-Gordon/Barrie Island,0,0,0,0,0,0,10,0
,3552001-French River / Rivière des Français,0,0,0,2,1,0,1,57
,3552013-Markstay-Warren,0,0,0,0,9,0,0,0
,3552026-Espanola,2,0,0,2,2,1,6,5
,3552028-Baldwin,0,0,0,0,0,0,1,0
,3552031-Nairn and Hyman,0,0,0,0,0,0,2,4
,3552036-Killarney,0,0,0,0,0,0,0,4
,3552092-Chapleau,0,1,0,12,2,2,9,7
,"3552093-Sudbury, Unorganized, North Part",0,0,0,2,1,2,12,17
,3553005-Greater Sudbury / Grand Sudbury,35,31,56,47,66,72,168,223
,3554020-Temiskaming Shores,4,2,6,9,17,22,39,42
,3554034-Hilliard,0,1,1,1,0,1,3,9
,3554036-Armstrong,6,6,6,3,10,7,10,13
,3554044-Charlton and Dack,1,0,0,3,0,0,6,6
,3554056-Matachewan,1,0,0,0,0,0,0,0
,3554068-Kirkland Lake,2,1,2,0,4,4,18,66
,"3554094-Timiskaming, Unorganized, West Part",0,0,0,0,0,0,5,0
,3556014-Black River-Matheson,1,0,0,0,0,0,0,1
,3556027-Timmins,13,9,12,37,21,31,95,87
,3556031-Iroquois Falls,0,1,1,0,0,1,2,7
,3556042-Cochrane,1,0,2,3,0,6,5,17
,3556048-Smooth Rock Falls,0,0,0,0,0,0,2,0
,3556056-Moonbeam,0,0,0,1,0,0,1,2
,3556066-Kapuskasing,2,1,0,0,3,3,8,13
,3556070-Val Rita-Harty,0,0,0,0,0,0,0,1
,3556076-Hearst,1,0,1,0,1,0,7,11
,3556093-Fort Albany (Part) 67,1,0,0,1,0,0,0,0
,3556094-Factory Island 1,1,0,0,2,0,0,1,1
,3556095-Constance Lake 92,0,0,0,0,0,0,0,1
,3556106-Moosonee,1,0,0,2,13,3,15,16
,3557011-Laird,0,0,0,0,0,0,1,0
,3557016-Johnson,0,0,0,0,1,0,0,1
,3557035-Huron Shores,0,0,1,2,0,1,2,9
,3557038-Blind River,1,1,1,2,1,0,2,3
,3557039-Spanish,0,0,0,0,0,0,1,0
,3557041-Elliot Lake,0,1,0,0,0,2,0,9
,3557061-Sault Ste. Marie,12,14,26,29,28,18,37,83
,3557076-Wawa,0,8,10,4,3,6,7,18
,3557079-Dubreuilville,0,0,0,0,0,0,1,28
,3557091-White River,3,4,3,7,7,9,24,16
,"3557095-Algoma, Unorganized, North Part",0,0,0,1,1,0,8,11
,3557096-Hornepayne,0,0,0,1,0,8,3,26
,3558001-Neebing,0,0,0,0,0,0,0,5
,3558004-Thunder Bay,11,10,17,23,32,23,63,180
,3558011-Oliver Paipoonge,0,0,0,0,0,0,4,2
,3558028-Shuniah,0,0,0,0,0,2,5,3
,3558051-Schreiber,0,0,0,0,0,1,0,11
,3558054-Terrace Bay,1,0,1,1,3,1,24,14
,3558059-Marathon,0,0,0,0,0,3,2,12
,3558066-Manitouwadge,1,0,0,1,1,0,4,1
,3558075-Greenstone,0,0,3,0,2,2,9,18
,"3558090-Thunder Bay, Unorganized",0,1,0,0,2,1,4,4
,3559001-Atikokan,0,0,0,0,0,0,5,10
,3559012-Fort Frances,0,1,2,7,11,9,92,40
,3559024-Chapple,2,1,0,0,1,0,7,2
,3559047-Lake of the Woods,0,1,0,0,0,0,0,0
,3560001-Ignace,0,0,1,0,1,1,5,3
,3560004-Whitefish Bay 32A,0,0,0,0,0,0,0,38
,3560010-Kenora,5,2,6,8,19,24,47,64
,3560027-Dryden,2,3,18,17,7,20,44,48
,3560034-Sioux Lookout,3,11,9,17,20,10,30,29
,3560042-Red Lake,1,8,8,8,9,13,16,29
,3560049-Pickle Lake,0,0,0,0,0,1,5,4
,3560051-Attawapiskat 91A,0,0,0,0,0,0,1,2
,3560056-Lac Seul 28,0,0,0,0,1,0,0,0
,3560071-Sandy Lake 88,0,0,0,0,0,0,0,3
,3560077-Pikangikum 14,0,0,0,0,0,0,0,2
,"3560090-Kenora, Unorganized",5,0,3,0,1,10,11,13
,3560091-Peawanuck,0,0,0,0,0,0,0,1
,4806016-Calgary,0,0,0,0,0,0,1,1
,5915022-Vancouver,0,0,2,0,0,0,0,1
,Unspecified,"1,763","1,579",634,308,103,146,757,"1,448"
Total,,"30,426","39,114","40,907","41,426","41,496","45,196","62,020","74,625"
Manitoba,4601043-Reynolds,3,2,3,0,3,3,2,4
,4601046-Whitemouth,0,0,0,2,2,1,1,3
,4601051-Pinawa,2,0,1,0,0,0,0,0
,4601060-Lac du Bonnet,0,0,0,2,2,1,6,0
,4601071-Alexander,4,7,6,9,5,8,8,7
,"4601094-Division No. 1, Unorganized",0,0,0,1,0,0,0,0
,4602024-Emerson-Franklin,0,0,0,0,0,1,0,0
,4602032-De Salaberry,42,39,18,21,27,0,42,32
,4602037-St-Pierre-Jolys,0,0,0,0,0,0,2,0
,4602041-Hanover,3,0,1,2,5,13,37,40
,4602044-Steinbach,22,13,12,34,7,16,41,63
,4602046-Niverville,0,0,0,2,0,2,23,24
,4602053-La Broquerie,0,0,0,0,10,8,10,6
,4602057-Ste. Anne,0,0,0,12,0,0,0,0
,4602061-Ste. Anne,5,4,7,6,12,0,0,0
,4602069-Taché,1,3,6,1,4,7,26,9
,4602075-Ritchot,0,0,0,2,31,0,64,36
,4603030-Montcalm,1,1,1,1,0,0,0,0
,4603040-Altona,0,0,0,0,0,0,1,7
,4603041-Rhineland,4,4,5,6,6,11,21,23
,4603047-Stanley,2,0,0,0,0,0,0,0
,4603050-Winkler,57,33,56,103,79,73,115,216
,4603053-Morden,0,2,1,11,8,12,23,19
,4603062-Roland,0,1,1,3,2,1,1,0
,4603065-Morris,0,3,1,3,0,2,12,14
,4603067-Morris,2,3,8,11,1,1,8,17
,4603072-Dufferin,0,3,1,3,0,2,1,0
,4603074-Carman,59,30,112,72,83,82,57,108
,4604034-Pembina,0,0,0,0,0,0,1,1
,4604040-Louise,0,0,0,0,1,0,2,1
,4604052-Cartwright-Roblin,4,6,0,3,0,0,1,0
,4604057-Argyle,0,2,2,0,2,0,1,2
,4604064-Lorne,0,2,1,1,0,0,7,3
,4605025-Killarney - Turtle Mountain,2,1,1,2,2,0,4,7
,4605038-Deloraine-Winchester,0,0,1,0,0,0,1,1
,4605044-Brenda-Waskada,0,0,0,0,2,0,0,8
,4605052-Melita,0,0,0,0,0,0,0,3
,4605056-Two Borders,0,0,10,10,10,11,12,12
,4605062-Grassland,2,0,2,0,2,2,1,0
,4605071-Prairie Lakes,3,0,3,4,3,0,0,0
,4606023-Pipestone,0,1,3,4,0,1,3,2
,4606031-Wallace-Woodworth,0,0,2,2,0,0,1,0
,4606034-Virden,4,3,8,7,10,1,18,16
,4607052-Souris-Glenwood,2,5,4,7,13,20,13,7
,4607057-Whitehead,1,0,0,1,0,0,0,0
,4607060-Cornwallis,0,0,0,0,0,0,6,0
,4607062-Brandon,182,177,160,189,10,229,311,101
,4607068-Carberry,1,0,0,2,3,3,7,4
,4607076-Riverdale,1,2,2,8,11,5,8,0
,4608032-Norfolk-Treherne,0,1,6,4,0,9,5,12
,4608042-Victoria,10,8,7,16,22,12,18,30
,4608046-North Norfolk,144,83,89,96,110,98,113,105
,4608055-Glenella-Lansdowne,0,0,0,0,0,0,1,0
,4608060-WestLake-Gladstone,0,0,2,0,0,4,0,13
,4609018-Grey,0,0,0,3,2,5,7,11
,4609024-Portage la Prairie,1,60,0,6,128,7,60,67
,4609029-Portage la Prairie,162,128,238,227,143,120,110,124
,4610035-Macdonald,2,2,0,7,5,5,26,28
,4610043-Cartier,5,9,20,13,7,2,12,10
,4610052-St. François Xavier,0,0,0,0,0,0,2,0
,4611040-Winnipeg,197,196,311,481,445,625,"1,454","2,021"
,4611042-Headingley,1,1,15,18,2,4,53,30
,4612047-Springfield,9,1,0,52,18,49,104,116
,4612056-Beausejour,0,0,0,0,0,0,12,10
,4613032-East St. Paul,0,5,0,5,0,0,5,14
,4613037-West St. Paul,6,0,2,1,2,9,31,28
,4613043-St. Andrews,5,1,4,10,28,0,34,36
,4613047-Selkirk,3,2,2,4,2,3,12,50
,4613056-St. Clements,22,38,21,52,29,28,38,47
,4614015-Rosser,1,98,98,113,205,113,204,333
,4614031-Woodlands,0,0,2,1,2,2,8,15
,4614036-Rockwood,0,8,17,37,41,84,135,231
,4615020-Neepawa,6,73,15,14,17,9,18,30
,4615032-Oakview,0,0,0,0,4,17,15,19
,4615037-Hamiota,0,5,0,0,0,0,3,2
,4615047-Ellice-Archie,3,3,6,1,4,2,2,3
,4615056-Prairie View,5,5,4,3,8,1,7,6
,4615063-Yellowhead,0,0,0,1,0,0,2,1
,4615070-Harrison Park,0,0,0,0,0,1,2,3
,4615075-Minnedosa,8,6,5,11,6,7,17,13
,4615078-Rosedale,0,0,0,0,0,0,0,1
,4616005-Rossburn,0,0,0,2,0,1,1,1
,4616020-Riding Mountain West,2,0,0,0,0,0,4,0
,4616030-Russell-Binscarth,5,4,3,2,3,1,4,7
,4616048-Hillsburg-Roblin-Shell River,24,7,3,8,14,7,24,5
,4617026-Alonsa,0,1,2,2,4,2,6,2
,4617035-McCreary,1,2,0,0,0,0,0,0
,4617041-Ste. Rose,0,0,0,0,3,2,5,2
,4617048-Dauphin,41,6,23,36,18,0,40,0
,4617050-Dauphin,5,10,10,16,16,10,61,57
,4617054-Gilbert Plains,43,58,53,68,75,28,75,84
,4617058-Grandview,0,0,0,1,0,0,2,26
,4617072-Mossey River,0,1,0,0,0,0,0,0
,4618031-Gimli,2,0,1,0,1,0,0,3
,4618034-Winnipeg Beach,0,0,0,0,1,3,0,1
,4618037-Armstrong,0,0,0,0,0,0,5,0
,4618040-St. Laurent,0,0,0,2,0,0,6,2
,4618044-Coldwell,0,0,0,0,0,1,0,4
,4618060-Grahamdale,2,1,0,3,3,3,17,15
,4618067-Fairford (Part) 50,0,0,0,0,0,2,0,1
,4618068-Fisher,3,7,8,15,8,5,6,17
,4618074-Arborg,8,6,6,13,11,25,22,16
,4618076-Bifrost-Riverton,0,0,0,0,0,0,6,4
,"4619045-Division No. 19, Unorganized",0,1,0,0,0,0,0,0
,4619052-Bloodvein 12,0,0,1,0,0,0,0,0
,4619059-Peguis 1B,0,0,0,0,2,0,0,2
,4619075-Poplar River 16,4,0,0,0,0,0,0,0
,4619079-Pauingassi First Nation,0,0,0,0,0,0,0,1
,4620042-Swan Valley West,0,0,0,0,0,0,0,4
,4620048-Swan River,0,1,2,7,3,1,10,39
,4620051-Minitonas-Bowsman,0,0,3,0,1,12,1,0
,4621027-Grand Rapids 33,0,1,3,2,1,0,3,1
,4621043-Opaskwayak Cree Nation 21E,7,0,4,0,0,0,7,7
,4621045-The Pas,0,8,0,11,2,7,46,37
,4621064-Flin Flon (Part),0,3,0,3,1,0,14,16
,4621071-Snow Lake,0,0,0,0,1,0,0,0
,4622026-Thompson,19,19,5,17,5,14,65,47
,"4622046-Division No. 22, Unorganized",0,0,0,0,0,0,0,5
,4622055-God's River 86A,0,0,0,0,0,1,4,0
,4622059-Nelson House 170,0,0,1,1,0,0,0,0
,4622063-Split Lake (Part) 171,0,0,0,0,0,0,0,1
,4622065-York Landing,0,0,0,0,1,0,0,0
,4623047-Lynn Lake,1,1,0,1,0,0,0,0
,4623056-Churchill,3,17,19,13,5,0,0,0
,4623064-Pukatawagan 198,0,0,0,0,0,0,0,1
,4623071-Shamattawa 1,0,0,0,0,0,0,0,1
,Unspecified,79,90,9,6,8,1,38,62
Total,,"1,248","1,324","1,459","1,952","1,773","1,858","3,880","4,676"
Saskatchewan,4701008-Carnduff,2,0,0,0,2,2,5,1
,4701014-Oxbow,0,3,1,0,0,1,5,5
,4701017-Frobisher,0,0,0,2,0,0,0,0
,4701021-Bienfait,0,0,0,2,0,0,6,0
,4701024-Estevan,12,3,34,34,4,10,15,9
,4701032-Lampman,3,1,4,3,20,6,10,6
,4701039-Reciprocity No. 32,0,2,0,1,0,0,0,0
,4701047-Antler No. 61,2,2,4,0,3,0,2,0
,4701049-Redvers,0,0,0,0,0,1,2,3
,4701056-Carlyle,3,1,3,3,2,0,10,8
,4701058-Brock No. 64,0,0,0,0,3,1,3,3
,4701059-Arcola,2,3,1,7,2,0,2,2
,4701066-Stoughton,0,0,0,0,0,0,1,0
,4701069-Golden West No. 95,0,0,2,0,0,0,0,0
,4701078-Wawota,0,0,0,0,0,2,1,0
,4701091-Walpole No. 92,0,0,0,2,0,0,2,0
,4702001-Cambria No. 6,1,1,0,0,0,0,0,0
,4702002-Torquay,0,1,0,11,5,2,5,0
,4702006-Souris Valley No. 7,0,2,0,4,3,6,10,6
,4702016-Minton,1,0,1,0,4,0,6,4
,4702024-Bengough No. 40,1,2,0,1,1,0,0,0
,4702028-Ceylon,0,0,1,4,0,2,3,0
,4702031-Radville,0,4,1,0,0,0,1,2
,4702038-Halbrite,0,1,0,0,0,0,0,0
,4702041-Macoun,0,0,0,0,0,0,1,0
,4702047-Weyburn,6,6,1,12,13,8,21,34
,4702058-Ogema,0,0,0,0,0,0,2,0
,4702062-Avonlea,0,0,0,1,0,0,1,0
,4702067-Milestone,0,0,0,1,0,1,3,0
,4702071-Lang,0,0,0,0,0,0,1,0
,4702072-Yellow Grass,0,0,3,0,0,0,0,0
,4702073-Wellington No. 97,0,0,0,0,0,0,1,0
,4702078-Fillmore,0,2,0,0,0,0,7,8
,4702079-Creelman,0,1,0,0,0,0,2,0
,4703004-Coronach,0,9,5,27,1,0,0,6
,4703009-Rockglen,0,0,0,0,0,0,0,1
,4703011-Old Post No. 43,0,0,1,0,0,1,0,0
,4703018-Mankota No. 45,0,0,0,0,0,1,0,1
,4703022-Waverley No. 44,0,0,0,0,1,0,1,0
,4703028-Willow Bunch,1,0,0,2,0,0,0,0
,4703029-Excel No. 71,2,2,2,0,0,1,1,0
,4703036-Assiniboia,2,2,2,0,0,2,4,13
,4703038-Stonehenge No. 73,1,1,0,0,1,0,0,0
,4703044-Lafleche,1,0,0,2,1,2,5,3
,4703051-Kincaid,2,2,1,2,2,4,2,3
,4703052-Hazenmore,4,0,4,0,0,0,13,17
,4703058-Ponteix,1,2,0,2,0,0,8,0
,4703059-Whiska Creek No. 106,0,3,0,2,0,3,1,1
,4703071-Gravelbourg,0,0,0,1,1,1,1,2
,4703074-Sutton No. 103,0,0,0,0,2,0,2,1
,4703092-Mossbank,2,2,2,2,1,0,1,5
,4704002-Val Marie,1,0,0,0,0,0,0,0
,4704003-Val Marie No. 17,0,0,0,1,0,0,0,0
,4704009-Climax,0,0,0,1,0,0,1,0
,4704019-Reno No. 51,0,0,1,1,0,0,2,0
,4704026-Eastend,1,3,0,1,0,0,5,0
,4704036-Shaunavon,3,4,3,1,1,0,1,0
,4704048-Maple Creek,1,3,3,4,1,3,1,3
,4704061-Lac Pelletier No. 107,0,0,0,0,0,0,4,0
,4705004-Moosomin,8,9,2,4,6,3,15,30
,4705011-Silverwood No. 123,1,0,0,0,0,0,0,0
,4705016-Kipling,0,5,0,1,1,0,5,9
,4705018-Chester No. 125,9,6,3,7,5,3,4,0
,4705024-Wolseley,0,1,2,2,0,0,2,1
,4705029-Grenfell,3,2,0,3,5,2,1,7
,4705031-Broadview,0,0,0,0,0,0,0,2
,4705034-Whitewood,4,4,1,4,2,0,0,1
,4705038-Rocanville,10,10,10,18,9,6,17,36
,4705041-Spy Hill No. 152,0,0,1,0,0,0,0,0
,4705048-Langenburg,20,14,14,12,23,13,20,11
,4705051-Fertile Belt No. 183,0,0,4,0,0,0,0,0
,4705052-Esterhazy,8,1,3,4,4,0,12,27
,4705057-Grayson No. 184,0,0,0,5,0,0,3,0
,4705066-Lemberg,0,0,1,0,0,0,0,0
,4705074-Melville,15,5,7,12,4,3,11,17
,4705077-Saltcoats No. 213,0,0,3,3,0,4,5,4
,4705079-Bredenbury,0,0,0,1,0,1,0,2
,4705096-MacNutt,4,11,17,16,27,14,24,33
,4706002-Montmartre,1,2,2,2,0,0,3,2
,4706004-Francis No. 127,0,0,0,1,0,0,0,0
,4706008-Sedley,0,0,2,2,3,1,2,1
,4706011-Lajord No. 128,1,7,7,5,5,5,20,0
,4706022-Belle Plaine,6,1,2,1,1,0,1,0
,4706023-Pense,0,0,0,0,0,0,0,1
,4706026-Sherwood No. 159,0,0,0,4,0,7,18,19
,4706027-Regina,126,127,94,138,94,156,343,459
,4706029-Edenwold No. 158,5,0,4,12,5,3,9,15
,4706030-White City,6,2,0,6,6,0,16,23
,4706031-Pilot Butte,1,2,0,6,1,2,18,2
,4706032-Balgonie,0,0,0,3,1,4,9,3
,4706036-Qu'Appelle,0,0,0,1,0,0,5,0
,4706039-Indian Head,4,0,2,4,6,17,16,30
,4706042-Abernethy No. 186,1,0,0,0,0,0,0,0
,4706047-Balcarres,0,0,0,0,0,0,1,2
,4706049-Lebret,1,2,0,0,0,1,0,3
,4706051-Fort Qu'Appelle,2,2,1,4,1,0,4,6
,4706055-Buena Vista,0,0,0,0,0,0,2,4
,4706056-Lumsden,9,8,8,8,8,17,9,26
,4706058-Regina Beach,8,18,7,14,2,15,14,7
,4706059-Dufferin No. 190,0,0,0,0,16,4,0,8
,4706063-Sarnia No. 221,1,0,2,1,0,0,2,0
,4706064-Chamberlain,4,4,0,5,0,0,3,2
,4706070-Longlaketon No. 219,17,15,15,15,15,18,15,15
,4706074-Strasbourg,2,0,4,3,2,5,0,5
,4706092-Southey,1,1,0,0,0,0,1,3
,4706094-Cupar,0,0,0,0,0,0,5,5
,4706096-Lipton No. 217,0,0,0,0,0,1,0,0
,4706813-Muscowpetung 80,0,0,0,0,0,0,0,4
,4707001-Baildon No. 131,0,0,0,0,2,0,0,0
,4707014-Lawtonia No. 135,0,2,0,1,0,0,2,2
,4707018-Coulee No. 136,0,3,0,0,0,0,0,0
,4707021-Excelsior No. 166,0,0,0,1,0,0,0,0
,4707022-Waldeck,0,0,1,0,1,0,0,0
,4707024-Morse No. 165,0,0,0,0,0,2,1,2
,4707026-Herbert,0,2,0,0,0,0,0,1
,4707031-Chaplin,0,0,0,0,0,0,2,0
,4707034-Mortlach,0,0,0,0,0,1,2,0
,4707037-Caronport,2,0,3,5,2,2,2,1
,4707038-Moose Jaw No. 161,0,0,0,0,0,0,5,10
,4707039-Moose Jaw,6,5,5,16,11,11,111,72
,4707042-Marquis No. 191,12,12,10,10,21,1,8,14
,4707043-Tuxford,0,0,1,1,0,0,1,0
,4707054-Central Butte,0,0,0,0,2,5,1,3
,4707059-Lucky Lake,1,0,1,0,0,0,0,0
,4707063-Victory No. 226,1,0,1,0,0,0,0,2
,4707067-Coteau No. 255,0,0,0,0,2,0,1,1
,4707071-Maple Bush No. 224,0,4,2,5,6,0,17,14
,4708004-Swift Current,12,10,13,73,44,8,101,84
,4708006-Webb No. 138,4,0,1,11,3,1,6,4
,4708022-Richmound,0,0,0,0,0,0,0,1
,4708028-Pittville No. 169,0,0,0,0,0,0,2,0
,4708031-Riverside No. 168,2,1,10,3,3,1,2,3
,4708042-Lacadena No. 228,1,4,3,3,3,5,4,3
,4708046-Miry Creek No. 229,0,0,0,1,2,0,0,0
,4708049-Lancer,0,1,0,0,0,0,0,0
,4708053-Clinworth No. 230,0,7,2,0,0,0,2,1
,4708057-Prelate,0,0,0,0,0,0,1,0
,4708058-Leader,0,3,1,1,2,1,8,4
,4708061-Deer Forks No. 232,3,0,4,5,4,2,5,10
,4708062-Burstall,0,0,0,2,0,0,0,1
,4708068-Eatonia,20,17,11,20,17,18,3,10
,4708076-Eston,3,2,1,2,4,3,0,3
,4708094-Elrose,5,0,0,4,1,0,2,4
,4709006-Wallace No. 243,2,0,0,0,0,0,0,0
,4709009-Rhein,0,0,0,0,0,2,0,0
,4709011-Orkney No. 244,0,0,2,12,0,0,1,8
,4709012-Yorkton,11,6,4,4,16,12,23,33
,4709023-Insinger No. 275,0,0,0,0,1,0,2,0
,4709029-Good Lake No. 274,0,0,0,0,0,1,1,0
,4709032-Canora,1,0,0,0,0,0,2,3
,4709038-Togo,0,0,0,0,0,0,1,0
,4709039-Kamsack,2,1,0,1,0,0,9,2
,4709058-Invermay,0,0,0,0,0,0,0,4
,4709060-Hazel Dell No. 335,0,0,0,2,1,1,0,0
,4709064-Preeceville,2,2,0,2,1,1,2,4
,4709066-Sturgis,0,0,0,0,0,1,2,2
,4709069-Stenen,5,0,0,0,0,0,1,2
,4709072-Norquay,0,0,0,1,0,0,0,0
