Province/Territory,2016,2017,2018,2019,2020,2021,2022,2023,CSD_Code,CSD_Name
Quebec,0,0,0,0,0,0,0,3,2494250,Bégin
Quebec,21,10,42,104,21,119,70,66,2494255,Saint-Ambroise
Quebec,0,0,0,6,8,0,16,5,2494265,Larouche
Quebec,2,0,4,4,1,3,3,11,2495005,Tadoussac
Quebec,0,0,1,0,0,0,18,4,2495010,Sacré-Coeur
Quebec,0,0,0,0,0,0,7,7,2495018,Les Bergeronnes
Quebec,0,0,0,0,0,1,46,2,2495025,Les Escoumins
Quebec,0,0,0,0,0,0,13,17,2495040,Portneuf-sur-Mer
Quebec,0,0,3,14,0,20,26,36,2495045,Forestville
Quebec,0,0,0,2,0,40,50,75,2496005,Baie-Trinité
Quebec,1,0,0,3,12,12,132,92,2496020,Baie-Comeau
Quebec,0,0,2,2,2,4,4,4,2496025,Pointe-Lebel
Quebec,0,0,2,6,0,0,2,16,2496030,Pointe-aux-Outardes
Quebec,0,0,0,2,0,2,3,3,2496035,Chute-aux-Outardes
Quebec,0,0,0,0,0,0,0,1,2496802,Pessamit
Quebec,10,20,8,41,91,88,170,269,2497007,Sept-Îles
Quebec,0,0,2,4,3,0,6,23,2497022,Port-Cartier
Quebec,5,7,10,13,8,13,13,49,2497035,Fermont
Quebec,0,0,0,4,1,0,0,2,2497040,Schefferville
Quebec,1,0,0,0,1,1,23,19,2497802,Uashat
Quebec,0,0,0,3,0,0,0,0,2497804,Maliotenam
Quebec,0,0,0,0,0,0,1,0,2497806,Kawawachikamach
Quebec,0,1,0,1,1,1,1,2,2498005,Blanc-Sablon
Quebec,0,0,0,0,0,0,1,0,2498010,Bonne-Espérance
Quebec,0,1,1,0,0,0,0,0,2498020,L'Île-d'Anticosti
Quebec,0,0,0,0,0,1,0,0,2498035,Baie-Johan-Beetz
Quebec,0,0,0,0,3,4,37,14,2498040,Havre-Saint-Pierre
Quebec,0,0,0,0,0,0,0,1,2498804,La Romaine
Quebec,0,0,0,0,30,42,140,1,2498808,Mingan
Quebec,0,0,0,15,18,3,24,20,2499005,Lebel-sur-Quévillon
Quebec,0,0,0,0,1,2,13,17,2499015,Matagami
Quebec,0,0,0,8,1,14,14,15,2499020,Chapais
Quebec,1,2,0,15,44,27,56,127,2499025,Chibougamau
Quebec,0,0,0,0,1,0,0,2,2499060,Eeyou Istchee Baie-James
Quebec,0,0,0,0,1,1,0,2,2499095,Kuujjuaq
Quebec,0,0,0,0,0,0,0,1,2499120,Puvirnituq
Quebec,0,0,1,0,0,0,9,0,2499804,Mistissini
Quebec,0,0,0,0,0,0,8,0,2499808,Nemaska
Quebec,0,0,0,0,0,1,5,1,2499814,Chisasibi
Quebec,0,0,0,0,0,0,7,0,2499816,Whapmagoostui
Quebec,0,0,0,1,0,0,1,0,3506008,Ottawa
Quebec,0,0,0,0,0,0,0,1,3511005,Loyalist
Quebec,"1,971","2,056",923,483,430,436,"1,047","1,585",Unspecified,
Ontario,2,0,0,0,0,0,0,0,2481017,Gatineau
Ontario,8,7,6,10,24,15,28,34,3501005,South Glengarry
Ontario,0,2,1,0,2,2,5,3,3501011,South Stormont
Ontario,5,5,14,22,117,21,171,177,3501012,Cornwall
Ontario,15,75,43,58,51,63,79,81,3501020,South Dundas
Ontario,0,1,0,3,4,5,3,11,3501030,North Dundas
Ontario,22,22,28,34,37,81,46,51,3501042,North Stormont
Ontario,7,10,17,4,18,17,46,49,3501050,North Glengarry
Ontario,1,3,4,13,2,22,31,21,3502001,East Hawkesbury
Ontario,0,2,2,1,2,15,43,82,3502008,Hawkesbury
Ontario,3,1,0,6,7,5,35,25,3502010,Champlain
Ontario,6,2,8,7,6,6,8,31,3502023,Alfred and Plantagenet
Ontario,17,18,28,36,38,34,79,61,3502025,The Nation / La Nation
Ontario,8,4,4,5,5,9,8,13,3502036,Clarence-Rockland
Ontario,3,12,6,14,20,39,32,46,3502048,Russell
Ontario,496,446,532,571,516,737,"1,428","1,887",3506008,Ottawa
Ontario,1,0,2,2,2,1,3,8,3507004,Edwardsburgh/Cardinal
Ontario,11,0,1,1,2,3,1,13,3507006,Augusta
Ontario,22,22,25,29,34,28,72,48,3507014,Elizabethtown-Kitley
Ontario,1,1,2,6,11,8,60,66,3507015,Brockville
Ontario,2,3,1,0,1,0,4,2,3507021,Leeds and the Thousand Islands
Ontario,0,1,1,0,2,3,8,16,3507024,Gananoque
Ontario,5,9,14,2,18,9,9,14,3507040,Rideau Lakes
Ontario,0,0,0,0,0,1,0,0,3507052,Merrickville-Wolford
Ontario,1,7,9,5,1,9,56,43,3507065,North Grenville
Ontario,0,0,0,0,2,2,2,9,3509001,Montague
Ontario,2,1,0,3,2,4,14,15,3509004,Smiths Falls
Ontario,0,0,0,0,1,0,10,17,3509015,Tay Valley
Ontario,3,2,1,1,2,4,7,19,3509021,Perth
Ontario,1,0,0,0,0,0,6,15,3509024,Beckwith
Ontario,1,0,1,1,2,2,17,24,3509028,Carleton Place
Ontario,1,1,0,0,1,0,2,13,3509030,Mississippi Mills
Ontario,0,1,0,0,0,0,0,0,3509039,Lanark Highlands
Ontario,42,27,51,76,90,76,139,273,3510010,Kingston
Ontario,0,0,3,0,0,2,0,1,3510020,South Frontenac
Ontario,0,0,0,2,3,2,4,4,3510035,Central Frontenac
Ontario,0,1,7,1,1,16,5,36,3511005,Loyalist
Ontario,4,1,12,4,12,9,31,35,3511015,Greater Napanee
Ontario,8,3,1,3,0,2,5,8,3511030,Stone Mills
Ontario,0,0,1,0,2,0,0,0,3511035,Addington Highlands
Ontario,0,0,0,0,0,0,0,5,3512001,Tyendinaga
Ontario,10,5,8,14,9,32,46,108,3512005,Belleville
Ontario,32,22,21,28,42,33,91,103,3512015,Quinte West
Ontario,1,0,1,7,4,2,2,7,3512020,Stirling-Rawdon
Ontario,0,0,8,9,1,20,13,16,3512026,Centre Hastings
Ontario,0,0,0,0,0,0,0,8,3512030,Tweed
Ontario,0,0,0,0,0,0,0,4,3512046,Marmora and Lake
Ontario,0,0,1,2,5,0,10,35,3512058,Faraday
Ontario,136,215,271,241,268,287,375,372,3513020,Prince Edward County
Ontario,28,32,35,32,32,26,53,55,3514004,Brighton
Ontario,104,52,136,124,173,149,123,48,3514014,Cramahe
Ontario,7,14,30,7,38,31,42,53,3514019,Hamilton
Ontario,14,108,205,115,133,108,192,182,3514020,Port Hope
Ontario,2,3,4,11,11,13,39,34,3514021,Cobourg
Ontario,4,5,7,13,14,9,21,22,3514024,Alnwick/Haldimand
Ontario,0,0,0,1,0,1,0,1,3514027,Alderville First Nation
Ontario,4,1,1,0,13,3,17,26,3514045,Trent Hills
Ontario,3,3,0,4,3,5,0,1,3515003,Asphodel-Norwood
Ontario,6,3,8,0,2,1,24,19,3515005,Otonabee-South Monaghan
Ontario,3,5,5,7,1,1,6,6,3515013,Cavan Monaghan
Ontario,10,14,12,15,34,16,55,52,3515014,Peterborough
Ontario,0,2,1,2,3,1,5,3,3515015,Selwyn
Ontario,1,0,0,1,1,10,3,8,3515030,Havelock-Belmont-Methuen
Ontario,23,17,16,16,14,1,39,21,3515037,North Kawartha
Ontario,1,0,0,1,0,0,1,0,3515044,Trent Lakes
Ontario,40,71,78,67,66,78,101,219,3516010,Kawartha Lakes
Ontario,104,129,123,134,112,126,205,237,3518001,Pickering
Ontario,60,70,74,67,46,62,101,229,3518005,Ajax
Ontario,139,141,121,278,129,303,262,255,3518009,Whitby
Ontario,28,37,60,36,61,60,103,256,3518013,Oshawa
Ontario,330,462,516,569,431,716,646,630,3518017,Clarington
Ontario,10,52,40,44,121,61,58,127,3518020,Scugog
Ontario,27,38,39,49,51,42,57,71,3518029,Uxbridge
Ontario,3,9,11,21,10,21,18,22,3518039,Brock
Ontario,719,725,801,907,938,914,"1,692","2,026",3519028,Vaughan
Ontario,360,542,428,549,457,551,779,782,3519036,Markham
Ontario,209,205,251,237,197,203,363,415,3519038,Richmond Hill
Ontario,34,61,40,46,40,92,96,262,3519044,Whitchurch-Stouffville
Ontario,36,37,35,44,42,52,58,109,3519046,Aurora
Ontario,21,57,60,49,84,66,155,124,3519048,Newmarket
Ontario,310,396,406,438,350,394,574,577,3519049,King
Ontario,219,589,460,335,254,403,493,414,3519054,East Gwillimbury
Ontario,21,24,28,56,12,13,23,65,3519070,Georgina
Ontario,"3,227","3,434","3,829","4,363","3,888","4,291","6,976","7,717",3520005,Toronto
Ontario,626,787,979,"1,249","1,647","1,471","2,976","4,192",3521005,Mississauga
Ontario,443,656,811,"1,019","1,216","1,066","1,889","3,334",3521010,Brampton
Ontario,66,73,136,179,259,281,569,680,3521024,Caledon
Ontario,1,0,1,1,2,2,2,22,3522001,East Garafraxa
Ontario,3,3,9,9,6,4,11,13,3522008,Amaranth
Ontario,0,3,3,3,19,13,10,7,3522010,Grand Valley
Ontario,20,15,32,36,31,33,45,37,3522012,Mono
Ontario,4,11,7,20,26,24,69,93,3522014,Orangeville
Ontario,2,5,5,12,1,15,8,7,3522016,Mulmur
Ontario,36,70,57,60,37,45,45,70,3522019,Melancthon
Ontario,1,1,0,2,9,2,20,44,3522021,Shelburne
Ontario,8,4,15,7,28,12,32,49,3523001,Puslinch
Ontario,59,146,159,82,107,433,454,258,3523008,Guelph
Ontario,18,13,13,31,31,21,32,34,3523009,Guelph/Eramosa
Ontario,5,5,11,6,9,6,6,14,3523017,Erin
Ontario,7,6,20,31,42,26,98,102,3523025,Centre Wellington
Ontario,0,0,4,4,11,9,26,8,3523033,Mapleton
Ontario,1,1,4,7,6,11,16,19,3523043,Minto
Ontario,10,7,10,21,15,21,56,66,3523050,Wellington North
Ontario,139,162,213,202,200,249,470,642,3524001,Oakville
Ontario,88,112,115,140,147,106,277,571,3524002,Burlington
Ontario,107,131,175,188,218,148,396,454,3524009,Milton
Ontario,174,185,200,215,223,213,332,409,3524015,Halton Hills
Ontario,821,977,"1,203","1,254","1,318","1,295","1,867","2,351",3525005,Hamilton
Ontario,2,25,17,41,7,7,32,62,3526003,Fort Erie
Ontario,1,0,23,6,5,4,11,9,3526011,Port Colborne
Ontario,18,16,28,36,38,43,73,57,3526014,Wainfleet
Ontario,43,25,22,53,62,73,53,94,3526021,West Lincoln
Ontario,230,327,336,274,271,312,300,329,3526028,Pelham
Ontario,5,6,5,3,17,27,42,125,3526032,Welland
Ontario,7,8,7,3,11,9,15,40,3526037,Thorold
Ontario,34,35,43,67,63,81,274,263,3526043,Niagara Falls
Ontario,"1,192","1,617","1,570","1,573","1,532","1,444","1,857","2,280",3526047,Niagara-on-the-Lake
Ontario,479,610,643,625,679,614,724,"1,349",3526053,St. Catharines
Ontario,874,"1,279","1,361","1,472","1,196","1,543","1,214","1,265",3526057,Lincoln
Ontario,30,22,66,34,44,38,64,93,3526065,Grimsby
Ontario,142,208,393,255,289,360,410,408,3528018,Haldimand County
Ontario,"3,631","6,213","5,264","4,887","4,700","5,195","5,757","6,757",3528052,Norfolk County
Ontario,745,"1,253","1,175","1,147",938,"1,191","1,344","1,394",3529005,Brant
Ontario,19,26,20,82,45,42,165,218,3529006,Brantford
Ontario,16,22,46,4,33,8,40,56,3529020,Six Nations (Part) 40
Ontario,0,1,0,0,3,1,14,10,3529021,New Credit (Part) 40A
Ontario,3,4,2,16,19,17,16,48,3530004,North Dumfries
Ontario,59,50,46,90,78,83,206,363,3530010,Cambridge
Ontario,60,84,143,178,175,206,328,391,3530013,Kitchener
Ontario,100,109,146,166,131,254,297,302,3530016,Waterloo
Ontario,42,46,104,30,53,65,94,100,3530020,Wilmot
Ontario,0,0,0,2,2,2,2,5,3530027,Wellesley
Ontario,38,77,136,117,43,267,368,274,3530035,Woolwich
Ontario,13,11,13,6,19,29,42,145,3531011,Stratford
Ontario,7,10,19,12,16,21,38,14,3531013,Perth South
Ontario,1,4,4,12,6,4,23,27,3531016,St. Marys
Ontario,20,17,18,20,18,29,46,43,3531025,West Perth
Ontario,2,0,1,1,3,4,12,8,3531030,Perth East
Ontario,0,10,0,24,28,64,77,65,3531040,North Perth
Ontario,118,188,253,274,205,192,236,275,3532002,Norwich
Ontario,90,260,243,275,232,217,379,411,3532004,Tillsonburg
Ontario,47,100,78,93,130,86,138,105,3532012,South-West Oxford
Ontario,39,39,33,3,3,2,6,71,3532018,Ingersoll
Ontario,17,18,33,27,23,29,34,30,3532027,Zorra
Ontario,66,89,78,76,74,60,58,95,3532038,East Zorra-Tavistock
Ontario,25,35,10,7,23,10,70,110,3532042,Woodstock
Ontario,120,244,165,172,161,70,200,114,3532045,Blandford-Blenheim
Ontario,211,254,411,587,439,565,737,527,3534005,Bayham
Ontario,300,353,368,458,314,483,639,349,3534010,Malahide
Ontario,0,0,1,3,1,4,2,33,3534011,Aylmer
Ontario,58,36,71,81,98,97,88,166,3534020,Central Elgin
Ontario,16,17,22,20,17,25,34,46,3534021,St. Thomas
Ontario,151,280,283,377,601,423,370,350,3534024,Southwold
Ontario,7,0,7,5,16,4,23,13,3534030,Dutton/Dunwich
Ontario,79,36,68,30,62,41,38,31,3534042,West Elgin
Ontario,"1,531","1,689","2,072","1,858","2,004","2,220","2,352","2,490",3536020,Chatham-Kent
Ontario,40,49,45,47,45,45,45,51,3537001,Pelee
Ontario,"2,501","3,068","3,523","3,574","3,826","3,941","4,126","4,773",3537003,Leamington
Ontario,"2,748","2,709","2,903","2,805","2,563","3,342","3,154","3,009",3537013,Kingsville
Ontario,123,183,213,122,166,190,203,212,3537016,Essex
Ontario,0,26,5,6,12,127,102,130,3537028,Amherstburg
Ontario,2,34,69,34,35,40,50,58,3537034,LaSalle
Ontario,116,134,108,99,61,208,175,337,3537039,Windsor
Ontario,50,108,104,141,131,11,141,145,3537048,Tecumseh
Ontario,218,263,323,433,590,567,879,"1,157",3537064,Lakeshore
Ontario,71,85,44,66,71,8,113,108,3538003,St. Clair
Ontario,100,100,108,108,135,137,91,108,3538007,Dawn-Euphemia
Ontario,1,6,10,11,8,9,6,12,3538015,Brooke-Alvinston
Ontario,16,0,0,1,63,5,10,6,3538016,Enniskillen
Ontario,5,4,0,1,0,5,3,13,3538025,Sarnia 45
Ontario,9,8,12,19,17,24,38,89,3538030,Sarnia
Ontario,0,0,0,0,0,0,6,4,3538031,Point Edward
Ontario,59,71,55,99,183,199,100,118,3538035,Plympton-Wyoming
Ontario,25,30,27,41,28,46,54,82,3538040,Lambton Shores
Ontario,48,33,74,34,69,48,87,70,3538043,Warwick
Ontario,5,6,5,13,19,18,16,14,3539005,Southwest Middlesex
Ontario,195,226,200,205,209,183,206,278,3539015,Strathroy-Caradoc
Ontario,74,104,113,123,122,194,153,242,3539027,Thames Centre
Ontario,87,88,78,80,133,94,118,180,3539033,Middlesex Centre
Ontario,95,125,128,135,154,173,344,756,3539036,London
Ontario,1,3,6,10,29,8,32,35,3539041,North Middlesex
Ontario,9,18,40,57,43,43,103,58,3539047,Adelaide-Metcalfe
Ontario,1,0,0,4,1,6,18,9,3539060,Lucan Biddulph
Ontario,252,258,277,260,363,246,291,325,3540005,South Huron
Ontario,39,19,114,84,44,69,104,103,3540010,Bluewater
Ontario,7,13,6,8,12,3,22,38,3540025,Central Huron
Ontario,1,1,1,0,5,6,11,24,3540028,Goderich
Ontario,34,49,37,78,70,88,209,143,3540040,Huron East
Ontario,13,19,14,29,11,21,14,15,3540046,Howick
Ontario,1,0,0,0,4,4,26,16,3540050,Morris-Turnberry
Ontario,4,19,10,16,7,22,16,21,3540055,North Huron
Ontario,0,3,4,4,5,3,3,5,3540063,Ashfield-Colborne-Wawanosh
Ontario,7,10,16,12,13,27,23,45,3541004,South Bruce
Ontario,0,1,0,12,22,28,21,21,3541015,Huron-Kinloss
Ontario,18,44,139,19,19,17,42,47,3541024,Kincardine
Ontario,0,87,113,5,135,7,155,219,3541032,Brockton
Ontario,5,12,11,17,13,18,45,22,3541043,Arran-Elderslie
Ontario,3,67,40,46,37,33,86,161,3541045,Saugeen Shores
Ontario,0,0,1,0,0,0,4,4,3541055,South Bruce Peninsula
Ontario,0,0,1,0,2,0,0,6,3541069,Northern Bruce Peninsula
Ontario,8,16,18,29,10,24,33,28,3542004,West Grey
Ontario,8,12,4,13,15,8,24,15,3542005,Southgate
Ontario,1,4,1,19,13,6,39,68,3542015,Grey Highlands
Ontario,1,7,5,5,13,10,77,39,3542029,Hanover
Ontario,2,7,1,0,0,0,6,0,3542037,Chatsworth
Ontario,328,620,690,478,507,484,783,766,3542045,The Blue Mountains
Ontario,79,130,105,145,129,163,149,249,3542047,Meaford
Ontario,8,9,13,2,17,24,37,34,3542053,Georgian Bluffs
Ontario,1,5,19,12,10,4,87,81,3542059,Owen Sound
Ontario,56,107,140,78,129,117,219,308,3543003,Adjala-Tosorontio
Ontario,103,116,118,152,147,148,99,164,3543005,Clearview
Ontario,72,104,144,117,72,88,121,151,3543007,New Tecumseth
Ontario,72,71,51,49,55,53,66,88,3543009,Springwater
Ontario,237,277,378,260,301,284,323,414,3543014,Bradford West Gwillimbury
Ontario,1,4,5,11,6,9,18,18,3543015,Severn
Ontario,102,207,61,117,120,117,183,240,3543017,Innisfil
Ontario,1,2,1,0,1,0,21,15,3543019,Ramara
Ontario,19,33,28,26,29,33,26,88,3543021,Essa
Ontario,6,8,1,6,5,1,7,74,3543023,Oro-Medonte
Ontario,8,15,5,39,46,29,154,152,3543031,Collingwood
Ontario,26,42,46,59,68,66,180,318,3543042,Barrie
Ontario,1,1,1,0,1,0,3,0,3543050,Mnjikaning First Nation 32
Ontario,8,1,11,16,13,16,56,36,3543052,Orillia
Ontario,0,1,4,3,12,4,28,29,3543064,Wasaga Beach
Ontario,0,0,0,0,0,2,1,1,3543071,Tay
Ontario,1,0,1,0,8,0,9,5,3543072,Penetanguishene
Ontario,5,11,18,17,10,38,104,72,3543074,Midland
Ontario,0,4,4,5,11,7,25,39,3544002,Gravenhurst
Ontario,3,8,6,15,16,20,36,46,3544018,Bracebridge
Ontario,3,5,3,4,7,5,3,8,3544027,Lake of Bays
Ontario,11,8,7,12,17,51,87,127,3544042,Huntsville
Ontario,6,8,45,11,15,19,70,83,3544053,Muskoka Lakes
Ontario,0,0,1,3,0,1,3,5,3544065,Georgian Bay
Ontario,1,2,6,3,6,0,16,11,3546015,Minden Hills
Ontario,0,0,2,5,0,0,3,1,3546018,Algonquin Highlands
Ontario,0,0,2,0,2,2,13,14,3546024,Dysart et al
Ontario,9,8,10,13,11,11,19,41,3547002,Arnprior
Ontario,5,24,50,0,24,15,32,21,3547003,McNab/Braeside
Ontario,0,0,0,0,1,0,0,1,3547008,Greater Madawaska
Ontario,0,0,0,0,0,0,0,1,3547020,"Brudenell, Lyndoch and Raglan"
Ontario,1,0,1,0,0,0,7,18,3547030,Madawaska Valley
Ontario,0,0,0,0,0,0,1,1,3547033,"Killaloe, Hagarty and Richards"
Ontario,0,0,0,0,0,1,1,4,3547035,Bonnechere Valley
Ontario,0,0,0,4,2,2,3,3,3547043,Admaston/Bromley
Ontario,0,0,0,0,0,0,0,1,3547046,Horton
Ontario,0,0,0,0,2,2,2,60,3547048,Renfrew
Ontario,1,0,0,0,1,1,1,0,3547056,Whitewater Region
Ontario,0,4,6,4,6,12,37,71,3547064,Pembroke
Ontario,0,0,2,0,0,1,13,9,3547075,Laurentian Valley
Ontario,2,2,5,7,12,11,15,52,3547076,Petawawa
Ontario,25,23,16,5,5,4,3,4,3547090,Laurentian Hills
Ontario,0,0,1,2,2,4,7,15,3547096,Deep River
Ontario,0,0,0,0,6,16,0,0,3547098,"Head, Clara and Maria"
Ontario,0,0,0,0,0,0,0,4,3548001,South Algonquin
Ontario,1,0,0,1,5,3,6,5,3548022,Calvin
Ontario,0,0,0,0,0,0,0,2,3548027,Bonfield
Ontario,0,0,0,0,1,0,0,2,3548034,East Ferris
Ontario,7,9,5,21,12,9,68,58,3548044,North Bay
Ontario,14,14,31,4,37,7,42,36,3548055,West Nipissing / Nipissing Ouest
Ontario,0,0,0,0,0,0,2,4,3548069,Temagami
Ontario,0,0,0,0,0,0,3,1,3548073,Nipissing 10
Ontario,0,0,0,0,0,0,0,2,3548094,"Nipissing, Unorganized, North Part"
Ontario,0,0,1,1,0,6,14,7,3549003,Seguin
Ontario,1,1,0,0,3,0,18,24,3549005,The Archipelago
Ontario,1,0,0,0,0,0,0,0,3549012,McMurrich/Monteith
Ontario,0,1,0,0,0,0,0,0,3549014,Perry
Ontario,1,0,0,3,4,4,1,10,3549019,Armour
Ontario,0,0,0,1,0,0,0,0,3549031,McDougall
Ontario,3,5,1,1,8,0,29,39,3549032,Parry Sound
Ontario,0,0,0,2,0,3,0,1,3549036,Carling
Ontario,0,0,0,0,0,0,0,1,3549039,Whitestone
Ontario,1,0,0,0,1,0,24,1,3549066,Callander
Ontario,0,0,0,6,0,0,6,0,3549096,"Parry Sound, Unorganized, Centre Part"
Ontario,0,0,0,0,0,0,0,1,3551006,Central Manitoulin
Ontario,0,1,0,0,0,2,2,4,3551017,Northeastern Manitoulin and the Islands
Ontario,0,0,0,0,0,0,10,0,3551027,Gordon/Barrie Island
Ontario,0,0,0,2,1,0,1,57,3552001,French River / Rivière des Français
Ontario,0,0,0,0,9,0,0,0,3552013,Markstay-Warren
Ontario,2,0,0,2,2,1,6,5,3552026,Espanola
Ontario,0,0,0,0,0,0,1,0,3552028,Baldwin
Ontario,0,0,0,0,0,0,2,4,3552031,Nairn and Hyman
Ontario,0,0,0,0,0,0,0,4,3552036,Killarney
Ontario,0,1,0,12,2,2,9,7,3552092,Chapleau
Ontario,0,0,0,2,1,2,12,17,3552093,"Sudbury, Unorganized, North Part"
Ontario,35,31,56,47,66,72,168,223,3553005,Greater Sudbury / Grand Sudbury
Ontario,4,2,6,9,17,22,39,42,3554020,Temiskaming Shores
Ontario,0,1,1,1,0,1,3,9,3554034,Hilliard
Ontario,6,6,6,3,10,7,10,13,3554036,Armstrong
Ontario,1,0,0,3,0,0,6,6,3554044,Charlton and Dack
Ontario,1,0,0,0,0,0,0,0,3554056,Matachewan
Ontario,2,1,2,0,4,4,18,66,3554068,Kirkland Lake
Ontario,0,0,0,0,0,0,5,0,3554094,"Timiskaming, Unorganized, West Part"
Ontario,1,0,0,0,0,0,0,1,3556014,Black River-Matheson
Ontario,13,9,12,37,21,31,95,87,3556027,Timmins
Ontario,0,1,1,0,0,1,2,7,3556031,Iroquois Falls
Ontario,1,0,2,3,0,6,5,17,3556042,Cochrane
Ontario,0,0,0,0,0,0,2,0,3556048,Smooth Rock Falls
Ontario,0,0,0,1,0,0,1,2,3556056,Moonbeam
Ontario,2,1,0,0,3,3,8,13,3556066,Kapuskasing
Ontario,0,0,0,0,0,0,0,1,3556070,Val Rita-Harty
Ontario,1,0,1,0,1,0,7,11,3556076,Hearst
Ontario,1,0,0,1,0,0,0,0,3556093,Fort Albany (Part) 67
Ontario,1,0,0,2,0,0,1,1,3556094,Factory Island 1
Ontario,0,0,0,0,0,0,0,1,3556095,Constance Lake 92
Ontario,1,0,0,2,13,3,15,16,3556106,Moosonee
Ontario,0,0,0,0,0,0,1,0,3557011,Laird
Ontario,0,0,0,0,1,0,0,1,3557016,Johnson
Ontario,0,0,1,2,0,1,2,9,3557035,Huron Shores
Ontario,1,1,1,2,1,0,2,3,3557038,Blind River
Ontario,0,0,0,0,0,0,1,0,3557039,Spanish
Ontario,0,1,0,0,0,2,0,9,3557041,Elliot Lake
Ontario,12,14,26,29,28,18,37,83,3557061,Sault Ste. Marie
Ontario,0,8,10,4,3,6,7,18,3557076,Wawa
Ontario,0,0,0,0,0,0,1,28,3557079,Dubreuilville
Ontario,3,4,3,7,7,9,24,16,3557091,White River
Ontario,0,0,0,1,1,0,8,11,3557095,"Algoma, Unorganized, North Part"
Ontario,0,0,0,1,0,8,3,26,3557096,Hornepayne
Ontario,0,0,0,0,0,0,0,5,3558001,Neebing
Ontario,11,10,17,23,32,23,63,180,3558004,Thunder Bay
Ontario,0,0,0,0,0,0,4,2,3558011,Oliver Paipoonge
Ontario,0,0,0,0,0,2,5,3,3558028,Shuniah
Ontario,0,0,0,0,0,1,0,11,3558051,Schreiber
Ontario,1,0,1,1,3,1,24,14,3558054,Terrace Bay
Ontario,0,0,0,0,0,3,2,12,3558059,Marathon
Ontario,1,0,0,1,1,0,4,1,3558066,Manitouwadge
Ontario,0,0,3,0,2,2,9,18,3558075,Greenstone
Ontario,0,1,0,0,2,1,4,4,3558090,"Thunder Bay, Unorganized"
Ontario,0,0,0,0,0,0,5,10,3559001,Atikokan
Ontario,0,1,2,7,11,9,92,40,3559012,Fort Frances
Ontario,2,1,0,0,1,0,7,2,3559024,Chapple
Ontario,0,1,0,0,0,0,0,0,3559047,Lake of the Woods
Ontario,0,0,1,0,1,1,5,3,3560001,Ignace
Ontario,0,0,0,0,0,0,0,38,3560004,Whitefish Bay 32A
Ontario,5,2,6,8,19,24,47,64,3560010,Kenora
Ontario,2,3,18,17,7,20,44,48,3560027,Dryden
Ontario,3,11,9,17,20,10,30,29,3560034,Sioux Lookout
Ontario,1,8,8,8,9,13,16,29,3560042,Red Lake
Ontario,0,0,0,0,0,1,5,4,3560049,Pickle Lake
Ontario,0,0,0,0,0,0,1,2,3560051,Attawapiskat 91A
Ontario,0,0,0,0,1,0,0,0,3560056,Lac Seul 28
Ontario,0,0,0,0,0,0,0,3,3560071,Sandy Lake 88
Ontario,0,0,0,0,0,0,0,2,3560077,Pikangikum 14
Ontario,5,0,3,0,1,10,11,13,3560090,"Kenora, Unorganized"
Ontario,0,0,0,0,0,0,0,1,3560091,Peawanuck
Ontario,0,0,0,0,0,0,1,1,4806016,Calgary
Ontario,0,0,2,0,0,0,0,1,5915022,Vancouver
Ontario,"1,763","1,579",634,308,103,146,757,"1,448",Unspecified,
Manitoba,3,2,3,0,3,3,2,4,4601043,Reynolds
Manitoba,0,0,0,2,2,1,1,3,4601046,Whitemouth
Manitoba,2,0,1,0,0,0,0,0,4601051,Pinawa
Manitoba,0,0,0,2,2,1,6,0,4601060,Lac du Bonnet
Manitoba,4,7,6,9,5,8,8,7,4601071,Alexander
Manitoba,0,0,0,1,0,0,0,0,4601094,"Division No. 1, Unorganized"
Manitoba,0,0,0,0,0,1,0,0,4602024,Emerson-Franklin
Manitoba,42,39,18,21,27,0,42,32,4602032,De Salaberry
Manitoba,0,0,0,0,0,0,2,0,4602037,St-Pierre-Jolys
Manitoba,3,0,1,2,5,13,37,40,4602041,Hanover
Manitoba,22,13,12,34,7,16,41,63,4602044,Steinbach
Manitoba,0,0,0,2,0,2,23,24,4602046,Niverville
Manitoba,0,0,0,0,10,8,10,6,4602053,La Broquerie
Manitoba,0,0,0,12,0,0,0,0,4602057,Ste. Anne
Manitoba,5,4,7,6,12,0,0,0,4602061,Ste. Anne
Manitoba,1,3,6,1,4,7,26,9,4602069,Taché
Manitoba,0,0,0,2,31,0,64,36,4602075,Ritchot
Manitoba,1,1,1,1,0,0,0,0,4603030,Montcalm
Manitoba,0,0,0,0,0,0,1,7,4603040,Altona
Manitoba,4,4,5,6,6,11,21,23,4603041,Rhineland
Manitoba,2,0,0,0,0,0,0,0,4603047,Stanley
Manitoba,57,33,56,103,79,73,115,216,4603050,Winkler
Manitoba,0,2,1,11,8,12,23,19,4603053,Morden
Manitoba,0,1,1,3,2,1,1,0,4603062,Roland
Manitoba,0,3,1,3,0,2,12,14,4603065,Morris
Manitoba,2,3,8,11,1,1,8,17,4603067,Morris
Manitoba,0,3,1,3,0,2,1,0,4603072,Dufferin
Manitoba,59,30,112,72,83,82,57,108,4603074,Carman
Manitoba,0,0,0,0,0,0,1,1,4604034,Pembina
Manitoba,0,0,0,0,1,0,2,1,4604040,Louise
Manitoba,4,6,0,3,0,0,1,0,4604052,Cartwright-Roblin
Manitoba,0,2,2,0,2,0,1,2,4604057,Argyle
